code_stock,code_industry,pe_stock,pb_stock,pe_industry,pb_industry,date_time
2427,C28,--,3.87,13.75,2.1,2020-05-29
2428,C32,--,4.84,32.73,1.88,2020-05-29
2429,C39,18.84,2.18,41.54,3.93,2020-05-29
2430,C35,19.64,1.96,38.13,3.78,2020-05-29
2431,E48,--,0.92,7.31,0.73,2020-05-29
2432,C35,28.02,2.38,38.13,3.78,2020-05-29
2433,C27,44.35,0.64,43.1,4.17,2020-05-29
2435,C27,--,0.88,43.1,4.17,2020-05-29
2436,C39,59.35,6.08,41.54,3.93,2020-05-29
2438,C34,22.71,1.84,28.85,1.96,2020-05-29
2441,F51,20.72,1.17,15.86,1.37,2020-05-29
2442,C26,105.21,1.6,23.35,2.06,2020-05-29
2443,C33,12.17,1.35,27.58,2.1,2020-05-29
2445,R86,--,19.12,46.73,2.1,2020-05-29
2446,C39,--,2.27,41.54,3.93,2020-05-29
2447,I64,--,3.3,34.64,4.24,2020-05-29
2448,C36,39.44,1.15,20.65,1.51,2020-05-29
2449,C39,20.09,1.86,41.54,3.93,2020-05-29
2450,--,--,--,--,--,2020-05-29
2451,C38,--,4.52,25.9,3.02,2020-05-29
2452,C38,19.8,2.55,25.9,3.02,2020-05-29
2453,I65,--,4.53,61.63,4.92,2020-05-29
2454,C36,34.6,0.86,20.65,1.51,2020-05-29
2455,C26,98.12,1.74,23.35,2.06,2020-05-29
2457,C30,19.42,1.21,15.28,2.23,2020-05-29
2458,A03,7.35,4.53,13.57,4.67,2020-05-29
2459,C38,13.97,2.29,25.9,3.02,2020-05-29
2461,C15,40.43,2.3,34.72,7.25,2020-05-29
2462,F51,12.11,1.14,15.86,1.37,2020-05-29
2464,I64,--,36.29,34.64,4.24,2020-05-29
2467,I64,51.67,4.26,34.64,4.24,2020-05-29
2469,M74,28.8,1.76,35.91,3.28,2020-05-29
2471,C38,--,2.03,25.9,3.02,2020-05-29
2472,C34,196.85,0.97,28.85,1.96,2020-05-29
2473,C38,--,7.89,25.9,3.02,2020-05-29
2474,I65,163.16,2.91,61.63,4.92,2020-05-29
2476,C26,37.48,4.27,23.35,2.06,2020-05-29
2478,C33,8.28,1.02,27.58,2.1,2020-05-29
2479,D44,18.56,1.4,17.02,1.24,2020-05-29
2480,C34,--,1.56,28.85,1.96,2020-05-29
2481,C14,75.68,5.87,45.97,6.56,2020-05-29
2483,C34,32.52,1.17,28.85,1.96,2020-05-29
2484,C39,29.96,2.08,41.54,3.93,2020-05-29
2485,C18,38.16,1.21,16.64,1.58,2020-05-29
2486,C18,--,3.35,16.64,1.58,2020-05-29
2487,C33,13.64,1.42,27.58,2.1,2020-05-29
2488,C36,--,1.31,20.65,1.51,2020-05-29
2489,C21,14.75,2.12,25.99,3.34,2020-05-29
2490,C35,--,1.58,38.13,3.78,2020-05-29
2492,G59,42.31,1.72,32.08,1.44,2020-05-29
2494,C19,257.81,0.94,35.5,1.42,2020-05-29
2495,C14,304.39,2.19,45.97,6.56,2020-05-29
2496,C26,--,1.33,23.35,2.06,2020-05-29
2497,C26,171.38,2.83,23.35,2.06,2020-05-29
2498,C38,36.64,3.4,25.9,3.02,2020-05-29
2499,D44,--,18.47,17.02,1.24,2020-05-29
2501,C32,--,--,32.73,1.88,2020-05-29
2502,R86,--,1.93,46.73,2.1,2020-05-29
2504,E50,--,4.2,21.62,1.65,2020-05-29
2506,C39,--,3.05,41.54,3.93,2020-05-29
2509,--,--,--,--,--,2020-05-29
2510,C36,--,1.46,20.65,1.51,2020-05-29
2511,C22,39.9,6.22,17.95,1.58,2020-05-29
2512,C39,60.7,4.02,41.54,3.93,2020-05-29
2513,C26,--,1.08,23.35,2.06,2020-05-29
2514,C33,206.98,2.36,27.58,2.1,2020-05-29
2515,C13,124.05,4.6,25.36,4.13,2020-05-29
2516,C17,26.42,1.2,20.5,1.54,2020-05-29
2517,I64,--,2.48,34.64,4.24,2020-05-29
2518,C38,23.22,2.62,25.9,3.02,2020-05-29
2519,C39,28.57,1.81,41.54,3.93,2020-05-29
2520,C34,32.54,1.92,28.85,1.96,2020-05-29
2521,C22,18.84,0.78,17.95,1.58,2020-05-29
2522,C29,77.9,3.03,29.08,2.63,2020-05-29
2523,C34,58.16,1.63,28.85,1.96,2020-05-29
2524,Q83,47.17,4.77,98.33,10.32,2020-05-29
2526,C35,20.43,1.48,38.13,3.78,2020-05-29
2527,C38,63.47,1.17,25.9,3.02,2020-05-29
2528,C39,379.96,1.46,41.54,3.93,2020-05-29
2529,C34,--,1.63,28.85,1.96,2020-05-29
2530,I64,--,2.43,34.64,4.24,2020-05-29
2531,C38,13.31,1.78,25.9,3.02,2020-05-29
2532,C34,20.07,2.1,28.85,1.96,2020-05-29
2533,C38,20.26,1.2,25.9,3.02,2020-05-29
2534,C34,15.97,1.66,28.85,1.96,2020-05-29
2535,C35,--,1.37,38.13,3.78,2020-05-29
2536,C36,46.55,1.4,20.65,1.51,2020-05-29
2537,C34,--,1.81,28.85,1.96,2020-05-29
2538,C26,13.42,0.88,23.35,2.06,2020-05-29
2539,C26,25.71,1.82,23.35,2.06,2020-05-29
2540,C32,16.07,1.16,32.73,1.88,2020-05-29
2541,C33,21.95,2.35,27.58,2.1,2020-05-29
2542,E48,24.86,1.49,7.31,0.73,2020-05-29
2543,C38,11.54,1.64,25.9,3.02,2020-05-29
2545,C33,28.56,1.22,27.58,2.1,2020-05-29
2546,C38,19.86,1.09,25.9,3.02,2020-05-29
2547,C33,--,2.94,27.58,2.1,2020-05-29
2548,C13,17.54,2.02,25.36,4.13,2020-05-29
2549,N77,68.41,5.36,23.45,1.74,2020-05-29
2550,C27,36.1,2.3,43.1,4.17,2020-05-29
2551,C35,81.03,1.98,38.13,3.78,2020-05-29
2552,C34,102.21,6.55,28.85,1.96,2020-05-29
2553,C34,43.89,2.96,28.85,1.96,2020-05-29
2554,B11,--,1.52,28.95,1.49,2020-05-29
2556,F52,23.21,2.32,21.46,1.78,2020-05-29
2557,C13,46.46,7.87,25.36,4.13,2020-05-29
2559,C34,34.04,1.92,28.85,1.96,2020-05-29
2560,C38,28.32,2,25.9,3.02,2020-05-29
2561,F52,20.08,1.36,21.46,1.78,2020-05-29
2562,C27,53.66,2.14,43.1,4.17,2020-05-29
2563,C18,15.26,1.58,16.64,1.58,2020-05-29
2564,M74,--,0.99,35.91,3.28,2020-05-29
2565,C22,--,2.17,17.95,1.58,2020-05-29
2566,C27,27.3,1.13,43.1,4.17,2020-05-29
2567,C13,17.44,1.87,25.36,4.13,2020-05-29
2568,C15,77.07,11.94,34.72,7.25,2020-05-29
2569,C18,39.93,4.14,16.64,1.58,2020-05-29
2570,C14,--,3.42,45.97,6.56,2020-05-29
2571,C30,240.51,1.23,15.28,2.23,2020-05-29
2574,C41,103.42,0.75,34.4,2.18,2020-05-29
2575,C24,--,3.17,39.19,4.53,2020-05-29
2576,C38,44.89,1.68,25.9,3.02,2020-05-29
2577,C39,--,3.34,41.54,3.93,2020-05-29
2578,C32,65.44,2.4,32.73,1.88,2020-05-29
2579,C39,38.12,3.76,41.54,3.93,2020-05-29
2580,C38,81.5,1.49,25.9,3.02,2020-05-29
2581,C27,--,7.62,43.1,4.17,2020-05-29
2582,C13,61.7,1.6,25.36,4.13,2020-05-29
2584,C26,67.96,1.79,23.35,2.06,2020-05-29
2585,C29,26.65,0.75,29.08,2.63,2020-05-29
2586,E48,--,0.56,7.31,0.73,2020-05-29
2587,C39,24.83,2.51,41.54,3.93,2020-05-29
2588,C26,39.39,1.16,23.35,2.06,2020-05-29
2590,C36,29.81,1.77,20.65,1.51,2020-05-29
2591,C26,29.01,1.61,23.35,2.06,2020-05-29
2592,C36,--,2.18,20.65,1.51,2020-05-29
2593,C36,27.76,1.26,20.65,1.51,2020-05-29
2595,C35,16.26,2.84,38.13,3.78,2020-05-29
2596,C30,--,3.08,15.28,2.23,2020-05-29
2597,C26,16.02,2.88,23.35,2.06,2020-05-29
2598,C34,26.72,2.2,28.85,1.96,2020-05-29
2599,C23,20.31,1.23,26.56,2.64,2020-05-29
2600,C39,45.34,5.27,41.54,3.93,2020-05-29
2604,--,--,--,--,--,2020-05-29
2605,C24,12.27,5.84,39.19,4.53,2020-05-29
2606,C38,43.57,3.21,25.9,3.02,2020-05-29
2608,D44,13.17,0.85,17.02,1.24,2020-05-29
2609,I65,51.85,3.57,61.63,4.92,2020-05-29
2610,C38,--,1.49,25.9,3.02,2020-05-29
2611,C38,3.38,1.43,25.9,3.02,2020-05-29
2612,C18,--,1.12,16.64,1.58,2020-05-29
2613,C35,63.87,2.03,38.13,3.78,2020-05-29
2614,C35,21.66,1.35,38.13,3.78,2020-05-29
2615,C33,96.59,2.2,27.58,2.1,2020-05-29
2616,C38,24.71,3.01,25.9,3.02,2020-05-29
2617,C38,127.91,2.49,25.9,3.02,2020-05-29
2618,C39,297.21,3.47,41.54,3.93,2020-05-29
2619,I64,--,1.15,34.64,4.24,2020-05-29
2620,E50,21.1,1,21.62,1.65,2020-05-29
2621,P82,55.11,4.03,95.58,18.62,2020-05-29
2622,C38,158.78,1.93,25.9,3.02,2020-05-29
2623,C30,--,2.85,15.28,2.23,2020-05-29
2626,C14,25.62,4.38,45.97,6.56,2020-05-29
2627,G54,57.22,1.39,16.04,1.04,2020-05-29
2628,E48,63.91,1.08,7.31,0.73,2020-05-29
2629,B11,40.23,24.58,28.95,1.49,2020-05-29
2630,C34,562.68,0.77,28.85,1.96,2020-05-29
2631,C20,159.89,2.78,26.36,1.78,2020-05-29
2632,C26,25.98,2.49,23.35,2.06,2020-05-29
2633,C34,--,2.37,28.85,1.96,2020-05-29
2634,C18,68.45,4.53,16.64,1.58,2020-05-29
2636,C39,35.71,2.17,41.54,3.93,2020-05-29
2637,C26,10.92,1.7,23.35,2.06,2020-05-29
2638,C38,110.2,0.79,25.9,3.02,2020-05-29
2639,C34,186.94,2.06,28.85,1.96,2020-05-29
2641,C29,17.12,2.39,29.08,2.63,2020-05-29
2642,I65,134.7,1.25,61.63,4.92,2020-05-29
2643,C26,26.25,2.81,23.35,2.06,2020-05-29
2644,C27,52.71,2.61,43.1,4.17,2020-05-29
2645,C35,20.28,2.22,38.13,3.78,2020-05-29
2646,C15,--,1.89,34.72,7.25,2020-05-29
2647,J69,2433.3,19.26,17.79,1.31,2020-05-29
2648,C26,12.65,1.49,23.35,2.06,2020-05-29
2649,I65,20.13,1.57,61.63,4.92,2020-05-29
2650,C14,36.87,2.43,45.97,6.56,2020-05-29
2651,C35,31.25,2.24,38.13,3.78,2020-05-29
2652,C33,--,4.07,27.58,2.1,2020-05-29
2654,L72,124.52,1.79,33.68,2.7,2020-05-29
2655,C39,177.48,8.5,41.54,3.93,2020-05-29
2656,C18,--,1.46,16.64,1.58,2020-05-29
2657,I65,--,2.02,61.63,4.92,2020-05-29
2658,C40,33.24,1.68,28.74,2.76,2020-05-29
2659,P82,67.77,1.33,95.58,18.62,2020-05-29
2660,C39,31.32,3.75,41.54,3.93,2020-05-29
2661,C14,30.27,3.22,45.97,6.56,2020-05-29
2662,C36,--,1.62,20.65,1.51,2020-05-29
2663,E48,--,0.97,7.31,0.73,2020-05-29
2664,C36,17.2,2.02,20.65,1.51,2020-05-29
2666,C26,18.38,1.32,23.35,2.06,2020-05-29
2667,C35,--,1.87,38.13,3.78,2020-05-29
2668,C38,--,1.77,25.9,3.02,2020-05-29
2669,C26,25.49,1.61,23.35,2.06,2020-05-29
2671,C30,--,1.03,15.28,2.23,2020-05-29
2674,C19,27.21,1.1,35.5,1.42,2020-05-29
2675,C27,93.05,3.5,43.1,4.17,2020-05-29
2676,C29,150.38,2.29,29.08,2.63,2020-05-29
2677,C38,17.9,4.71,25.9,3.02,2020-05-29
2678,C24,65.03,2.79,39.19,4.53,2020-05-29
2679,A02,14404.79,3.24,--,--,2020-05-29
2682,G54,23.17,0.78,16.04,1.04,2020-05-29
2683,B11,75.42,7.1,28.95,1.49,2020-05-29
2684,C38,24.71,--,25.9,3.02,2020-05-29
2685,C34,16.09,1.11,28.85,1.96,2020-05-29
2686,C34,--,2.37,28.85,1.96,2020-05-29
2687,C18,13.19,1.62,16.64,1.58,2020-05-29
2688,C27,21.78,2.52,43.1,4.17,2020-05-29
2689,C34,--,3.29,28.85,1.96,2020-05-29
2691,C35,147.02,1.92,38.13,3.78,2020-05-29
2692,C38,--,2.07,25.9,3.02,2020-05-29
2693,C27,76.62,4.01,43.1,4.17,2020-05-29
2694,C29,177.68,1.79,29.08,2.63,2020-05-29
2695,C13,59.35,5.93,25.36,4.13,2020-05-29
2696,A04,--,1.82,--,1.51,2020-05-29
2697,F52,26.16,4.74,21.46,1.78,2020-05-29
2698,C35,33.93,4.7,38.13,3.78,2020-05-29
2699,R87,240.12,1.62,61.95,5.99,2020-05-29
2700,D45,20.76,1.34,21.41,1.66,2020-05-29
2702,C13,195.07,3.74,25.36,4.13,2020-05-29
2703,C36,--,2.55,20.65,1.51,2020-05-29
2705,C38,38.79,6.34,25.9,3.02,2020-05-29
2706,C38,40.77,6.06,25.9,3.02,2020-05-29
2707,L72,--,2.59,33.68,2.7,2020-05-29
2708,C36,147.16,2.07,20.65,1.51,2020-05-29
2711,--,--,--,--,--,2020-05-29
2712,L72,--,1.29,33.68,2.7,2020-05-29
2713,E50,--,6.85,21.62,1.65,2020-05-29
2715,C36,214.17,4.25,20.65,1.51,2020-05-29
2716,C32,--,--,32.73,1.88,2020-05-29
2717,N77,62.47,1.66,23.45,1.74,2020-05-29
2718,C41,26.3,1.44,34.4,2.18,2020-05-29
2719,C14,--,1.4,45.97,6.56,2020-05-29
2721,C41,--,0.67,34.4,2.18,2020-05-29
2722,C33,49.38,1.08,27.58,2.1,2020-05-29
2723,C38,196.16,5.44,25.9,3.02,2020-05-29
2724,C38,17.56,2.09,25.9,3.02,2020-05-29
2725,C36,199.56,2.61,20.65,1.51,2020-05-29
2726,C13,24.65,3.02,25.36,4.13,2020-05-29
2727,F52,27.7,3.65,21.46,1.78,2020-05-29
2728,C27,17.89,2.28,43.1,4.17,2020-05-29
2729,C39,118.65,4.74,41.54,3.93,2020-05-29
2730,C35,63.77,2.38,38.13,3.78,2020-05-29
2731,C41,42.06,1.5,34.4,2.18,2020-05-29
2732,C14,31.09,3.52,45.97,6.56,2020-05-29
2733,C38,41.06,3.01,25.9,3.02,2020-05-29
2734,C26,12.42,2.14,23.35,2.06,2020-05-29
2735,C29,54.29,4.14,29.08,2.63,2020-05-29
2737,C27,14.06,2.31,43.1,4.17,2020-05-29
2738,M74,30.91,1.55,35.91,3.28,2020-05-29
2740,C18,--,0.86,16.64,1.58,2020-05-29
2741,C26,--,3.46,23.35,2.06,2020-05-29
2742,C30,25.29,1.79,15.28,2.23,2020-05-29
2743,C33,25.71,0.94,27.58,2.1,2020-05-29
2746,A03,6.05,1.76,13.57,4.67,2020-05-29
2747,C40,137.34,5.14,28.74,2.76,2020-05-29
2748,C26,--,1.5,23.35,2.06,2020-05-29
2749,C26,25.16,4.48,23.35,2.06,2020-05-29
2750,C27,--,5.63,43.1,4.17,2020-05-29
2751,C21,90.35,2.36,25.99,3.34,2020-05-29
2752,C33,99.14,2.52,27.58,2.1,2020-05-29
2753,C26,36.55,1.75,23.35,2.06,2020-05-29
2755,C27,22.73,6.07,43.1,4.17,2020-05-29
2756,C31,19.97,1.82,10.69,0.85,2020-05-29
2757,C35,24.71,2.63,38.13,3.78,2020-05-29
2758,F51,113.06,3.57,15.86,1.37,2020-05-29
2759,C38,--,0.96,25.9,3.02,2020-05-29
2760,C33,33.19,3.44,27.58,2.1,2020-05-29
2761,E48,11.86,1.67,7.31,0.73,2020-05-29
2762,C18,60.33,1.96,16.64,1.58,2020-05-29
2763,C18,36.07,1.62,16.64,1.58,2020-05-29
2765,C36,--,1.4,20.65,1.51,2020-05-29
2766,C39,27.98,2.8,41.54,3.93,2020-05-29
2767,C40,97.43,2.79,28.74,2.76,2020-05-29
2768,C29,21.26,3.58,29.08,2.63,2020-05-29
2769,L72,52.88,1.94,33.68,2.7,2020-05-29
2770,C14,--,2.02,45.97,6.56,2020-05-29
2771,I65,81.55,4.01,61.63,4.92,2020-05-29
2772,A01,41.8,1.2,43.97,3.1,2020-05-29
2774,C34,130.58,2.29,28.85,1.96,2020-05-29
2775,E48,11.49,0.98,7.31,0.73,2020-05-29
2776,M74,24.95,1.55,35.91,3.28,2020-05-29
2777,I65,54.21,7.43,61.63,4.92,2020-05-29
2778,C25,378.89,3.74,27.76,1.22,2020-05-29
2779,C35,1017.2,3.04,38.13,3.78,2020-05-29
2780,F52,--,4.8,21.46,1.78,2020-05-29
2781,E50,223.72,1.62,21.62,1.65,2020-05-29
2782,C39,75.73,6.3,41.54,3.93,2020-05-29
2783,C26,144.19,2.03,23.35,2.06,2020-05-29
2785,C30,--,5.14,15.28,2.23,2020-05-29
2786,C35,--,3.57,38.13,3.78,2020-05-29
2787,C33,32.93,1.37,27.58,2.1,2020-05-29
2788,F51,9.9,1.41,15.86,1.37,2020-05-29
2789,E50,--,1.6,21.62,1.65,2020-05-29
2790,C29,15.42,1.53,29.08,2.63,2020-05-29
2791,C33,63.13,8.71,27.58,2.1,2020-05-29
2792,C39,485.76,4.16,41.54,3.93,2020-05-29
2793,C34,30.28,4.63,28.85,1.96,2020-05-29
2795,C34,49.68,4.3,28.85,1.96,2020-05-29
2796,C33,70.95,3.61,27.58,2.1,2020-05-29
2798,C21,26.75,3.98,25.99,3.34,2020-05-29
2799,C22,33.96,3.92,17.95,1.58,2020-05-29
2800,G54,103.37,3.43,16.04,1.04,2020-05-29
2801,C38,23.07,3.86,25.9,3.02,2020-05-29
2802,C26,25.7,3.85,23.35,2.06,2020-05-29
2803,I64,23.65,5.28,34.64,4.24,2020-05-29
2805,C26,354.16,2.92,23.35,2.06,2020-05-29
2806,C39,115.35,1.49,41.54,3.93,2020-05-29
2808,C34,104.76,3.84,28.85,1.96,2020-05-29
2809,C26,19.65,2.15,23.35,2.06,2020-05-29
2810,C26,29.56,5.19,23.35,2.06,2020-05-29
2811,E50,23.71,1.77,21.62,1.65,2020-05-29
2813,C39,--,8.04,41.54,3.93,2020-05-29
2816,C34,--,6.72,28.85,1.96,2020-05-29
2817,C27,48.35,2.59,43.1,4.17,2020-05-29
2819,F51,63.04,6.68,15.86,1.37,2020-05-29
2820,C14,38.88,2.2,45.97,6.56,2020-05-29
2822,E50,27.68,2.18,21.62,1.65,2020-05-29
2823,C38,49.2,2.25,25.9,3.02,2020-05-29
2824,C32,381.56,5.53,32.73,1.88,2020-05-29
2825,C29,52.16,2.67,29.08,2.63,2020-05-29
2826,C27,56.34,3.14,43.1,4.17,2020-05-29
2827,C26,153.88,3.33,23.35,2.06,2020-05-29
2828,B11,40.43,1.91,28.95,1.49,2020-05-29
2829,C39,261.82,5.42,41.54,3.93,2020-05-29
2830,E50,97.1,2.51,21.62,1.65,2020-05-29
2832,C18,18.47,3.36,16.64,1.58,2020-05-29
2833,C35,18.81,3.58,38.13,3.78,2020-05-29
2835,C39,48.53,3.23,41.54,3.93,2020-05-29
2836,C23,94.92,4.29,26.56,2.64,2020-05-29
2837,C35,50.09,6.57,38.13,3.78,2020-05-29
2838,C29,56.35,9.72,29.08,2.63,2020-05-29
2840,C13,36.46,3.02,25.36,4.13,2020-05-29
2842,C32,53.58,2.87,32.73,1.88,2020-05-29
2843,C33,29.88,2.78,27.58,2.1,2020-05-29
2845,C39,33.48,3.12,41.54,3.93,2020-05-29
2846,C33,42.96,4.27,27.58,2.1,2020-05-29
2847,C14,84.27,16.98,45.97,6.56,2020-05-29
2848,C39,81.56,3.03,41.54,3.93,2020-05-29
2849,C40,25.47,2.41,28.74,2.76,2020-05-29
2850,C33,53.7,4.93,27.58,2.1,2020-05-29
2851,C38,35.3,5.82,25.9,3.02,2020-05-29
2852,C13,36.63,2.37,25.36,4.13,2020-05-29
2853,C21,23.96,3.33,25.99,3.34,2020-05-29
2855,C39,63.8,1.88,41.54,3.93,2020-05-29
2856,E50,--,2.96,21.62,1.65,2020-05-29
2857,C40,54.34,3.49,28.74,2.76,2020-05-29
2858,R88,68.76,4.07,--,--,2020-05-29
2859,C39,67.41,6.09,41.54,3.93,2020-05-29
2860,C38,21.6,2.97,25.9,3.02,2020-05-29
2861,C39,45.97,3.02,41.54,3.93,2020-05-29
2862,C24,555.31,4.58,39.19,4.53,2020-05-29
2863,C36,28.97,1.69,20.65,1.51,2020-05-29
2864,C27,33.59,3.45,43.1,4.17,2020-05-29
2865,C36,60.45,2.07,20.65,1.51,2020-05-29
2866,C39,43.86,3.03,41.54,3.93,2020-05-29
2868,C27,34.2,2.67,43.1,4.17,2020-05-29
2869,C39,7.34,3.52,41.54,3.93,2020-05-29
2870,C40,--,2.9,28.74,2.76,2020-05-29
2871,C34,38.38,2.85,28.85,1.96,2020-05-29
2872,F51,--,0.57,15.86,1.37,2020-05-29
2873,C27,34.68,2.71,43.1,4.17,2020-05-29
2875,C18,--,1.98,16.64,1.58,2020-05-29
2876,C39,63.41,5.18,41.54,3.93,2020-05-29
2877,C40,35.67,3.16,28.74,2.76,2020-05-29
2878,L72,43.3,6.57,33.68,2.7,2020-05-29
2879,C38,20.33,2.07,25.9,3.02,2020-05-29
2880,C27,47.92,5.7,43.1,4.17,2020-05-29
2881,C39,183.61,7.45,41.54,3.93,2020-05-29
2882,C38,21.82,2.18,25.9,3.02,2020-05-29
2883,M74,27.33,3.39,35.91,3.28,2020-05-29
2884,C34,14.65,2.13,28.85,1.96,2020-05-29
2885,C39,52.2,3.36,41.54,3.93,2020-05-29
2886,C29,69.26,4.46,29.08,2.63,2020-05-29
2887,N77,19.8,2.11,23.45,1.74,2020-05-29
2888,C39,82.29,6.03,41.54,3.93,2020-05-29
2889,L72,24.03,1.97,33.68,2.7,2020-05-29
2890,C35,364.2,4.68,38.13,3.78,2020-05-29
2891,C13,74.61,7.06,25.36,4.13,2020-05-29
2892,C38,39.12,4.55,25.9,3.02,2020-05-29
2893,D44,32.82,2.5,17.02,1.24,2020-05-29
2895,C26,22.28,2.21,23.35,2.06,2020-05-29
2896,C34,34.91,2.65,28.85,1.96,2020-05-29
2897,C39,77.72,4.35,41.54,3.93,2020-05-29
2898,C27,124.1,3.2,43.1,4.17,2020-05-29
2899,C24,31.28,1.52,39.19,4.53,2020-05-29
2900,C27,22.76,1.9,43.1,4.17,2020-05-29
2901,C35,78.41,20.41,38.13,3.78,2020-05-29
2902,C39,3318.99,4,41.54,3.93,2020-05-29
2903,C34,249.51,3.08,28.85,1.96,2020-05-29
2905,R86,--,2.07,46.73,2.1,2020-05-29
2906,C39,71.84,1.74,41.54,3.93,2020-05-29
2907,C27,39.78,6.01,43.1,4.17,2020-05-29
2908,I65,29.29,3.29,61.63,4.92,2020-05-29
2909,C26,22.57,3.63,23.35,2.06,2020-05-29
2910,C14,94.35,1.75,45.97,6.56,2020-05-29
2911,D45,28.72,3.63,21.41,1.66,2020-05-29
2912,I65,46.57,10.05,61.63,4.92,2020-05-29
2913,C39,32.01,3.18,41.54,3.93,2020-05-29
2915,C26,--,3.34,23.35,2.06,2020-05-29
2917,C26,43.31,3.71,23.35,2.06,2020-05-29
2918,C30,30.81,4.32,15.28,2.23,2020-05-29
2919,C26,96.7,3.48,23.35,2.06,2020-05-29
2921,C33,33.18,2.17,27.58,2.1,2020-05-29
2922,C38,32.82,1.85,25.9,3.02,2020-05-29
2923,C27,26.03,3.24,43.1,4.17,2020-05-29
2927,C38,39.48,3.43,25.9,3.02,2020-05-29
2928,G56,24.84,2.97,37.33,1.54,2020-05-29
2929,I65,27.33,2.11,61.63,4.92,2020-05-29
2930,G59,36.67,2.62,32.08,1.44,2020-05-29
2931,C35,39.83,4.3,38.13,3.78,2020-05-29
2932,C27,116.07,5.19,43.1,4.17,2020-05-29
2933,C37,32.86,2.57,30.04,1.79,2020-05-29
2935,C39,41.75,3.75,41.54,3.93,2020-05-29
2937,C39,33.57,4.42,41.54,3.93,2020-05-29
2940,C27,38.34,4.59,43.1,4.17,2020-05-29
2942,C26,19.93,3.18,23.35,2.06,2020-05-29
2943,C34,--,2.81,28.85,1.96,2020-05-29
2947,C39,35.05,4.7,41.54,3.93,2020-05-29
2949,M74,34.61,3.23,35.91,3.28,2020-05-29
2950,C35,37.7,6.34,38.13,3.78,2020-05-29
2951,C23,32.64,4.21,26.56,2.64,2020-05-29
2952,C39,37.12,3.46,41.54,3.93,2020-05-29
2953,C38,40.73,4.02,25.9,3.02,2020-05-29
2955,C39,38.84,2.46,41.54,3.93,2020-05-29
2956,C14,39.26,4.51,45.97,6.56,2020-05-29
2959,C38,48.02,8.82,25.9,3.02,2020-05-29
2960,C39,18.01,1.85,41.54,3.93,2020-05-29
2961,J67,110.48,6.86,24.97,1.56,2020-05-29
2962,C39,41.15,3.51,41.54,3.93,2020-05-29
2963,E50,23.14,2.24,21.62,1.65,2020-05-29
2965,C33,36.6,3.3,27.58,2.1,2020-05-29
2966,J66,10.36,0.99,5.89,0.63,2020-05-29
2967,M74,350.09,9.57,35.91,3.28,2020-05-29
2968,K70,61.39,8.32,8.07,1.15,2020-05-29
2969,C33,60.78,3.51,27.58,2.1,2020-05-29
2970,C39,51.47,6.28,41.54,3.93,2020-05-29
2971,C26,50.8,3.77,23.35,2.06,2020-05-29
2972,C39,35.2,3.92,41.54,3.93,2020-05-29
2973,N78,52.5,8.62,44.28,2.45,2020-05-29
2975,C35,56.88,7.92,38.13,3.78,2020-05-29
2976,C33,46.83,4.49,27.58,2.1,2020-05-29
2977,C39,86.23,7.03,41.54,3.93,2020-05-29
2978,B08,22.51,5.15,27.32,2.21,2020-05-29
2979,C40,49.49,8.5,28.74,2.76,2020-05-29
2980,C40,49.31,16.12,28.74,2.76,2020-05-29
2981,C39,55.74,8.26,41.54,3.93,2020-05-29
2982,A03,39.1,11.94,13.57,4.67,2020-05-29
2983,C39,69.6,11.11,41.54,3.93,2020-05-29
2985,C37,70.89,13.02,30.04,1.79,2020-05-29
2986,--,--,--,--,--,2020-05-29
2987,I65,45.82,12.7,61.63,4.92,2020-05-29
2988,C32,30.75,3.63,32.73,1.88,2020-05-29
2989,--,--,--,--,--,2020-05-29
2990,I65,45.98,15.67,61.63,4.92,2020-05-29
